cid,text,amp_prob
7055947812492002050,What ever it takes... BBMSARA....,
7039870642820825862,yes bbm for president,
7029674255797584666,protect our next President ❤️#BBM2022 ❤️🇵🇭,
7029662153620570907,We will always carry the flame that will burn! Until Marcoses return! ✌️❤️🇵🇭,
7038971776088589057,BBMSARA ❤️💚 SOLID,
7034949067193402113,leni supporters left the group,
7036970399619351297,"I love u BBM ....our President .
...",
7037386846263116545,Tears Of Joy ❤️❤️Let's BBM Rock 2022❤️❤️✌️✌️,
7033026179989963521,PROTECT THIS MAN AT ALL COST!!! ✌🏼🇵🇭,
7038422643607536386,go bbm sara,
7034640488183677698,"BBM for president 2022,🥰",
7041600865362887426,bbm go,
7039557630943101697,taob leni😂😂😂,
7034382447886729985,bbm for president,
7041125834215670529,sure win BBM,
7047528012916982530,yes BBM THE BEST ❤️❤️❤️🇵🇭🇵🇭🇵🇭,
7036899729959502593,"SOLID BBM FOR 2022✌💪🇵🇭 FRM LUCENA CITY,QUEZON PROVINCE",
7040895374227276546,protect with all cost.🥰,
7034194331519435522,bring back the Marcos again🥰solid BBM here Qatar ❤️❤️,
7037603405347013382,God Bless to our future President..🥰🥰🥰🥰🥰,
7089408878384005890,🥰🥰🥰,
7033624993007420161,❤️go for change,
7040727027837682434,BBM For President 2022🥰🥰🥰,
7039520628739113730,silent BBM here,
7037405847042917121,Salute bbm Sarah 2022,
7034952480400147201,we love BBM ❤,
7035489651406750465,"way back vice president election ,kita din how many supporters Bong bong marcos from leni....but still nanalo p din sya..magic...",
7033205324148998914,who‼️bbm.,
7034352985300534021,Power of social media,
7037297577854878465,go go bbm..🥰,
7034129489815323393,my family solid bbm🥰🥰🥰,
7033049216217826050,"BBM, ur d best.... S0LID NA SOLID",
7036287903706333953,BBM 🥰🥰🥰watching from Kuwait,
7043911048256144129,solid bmm sarA,
7034474245808030466,yezzzz,
7033977682451383042,BBM FOR THE PRESIDENT!!!!♥️,
7033044450457125633,solid BBM for president 2022💞,
7036175497230877486,landslide ito 2022 for bbm president make great Philippines again,
7035909191508427526,sure win ✌️👊,
7087360386634384129,💚♥️👊✌️,
7035374465919795969,"i love u BBM ,my tears Falling down, when i saw the people praising u to be the Next Press🥰🥰🥰 proud ILOCOS (ilocana)",
7034221911446045442,God bless him🙏🙏🙏,
7034161423559426818,BBM solid from dubai,
7033638825063187202,BBM Sara for 2022,
7037464351338562306,wooow🥰🥰🥰🥰,
7033915792778019585,wow 🥰🥰🥰🥰🥰,
7033860322687582977,solid BBM for President ✌️💪,
7036858686761616129,wow great our beloved Solid Bbm,
7036052590081114881,BBM SARAH powerrrrr💪🏻,
7034045674853516033,yes red for elections,
7035816743084376834,BBM-SARA ♥️💚...gogogo..You can do it.🙏,
7037587582326735618,BBM - SARA For 2022🥰,
7035078757161960194,#ProtectBBM❤❤❤,
7033242842868925186,#BBM ofw from Kuwait 🇰🇼 ✌🏻,
7034580349325722374,Solid BBM here,
7035213523526058753,👍✌️✌️✌️✌️solid BBM from QATAR,
7037375054933705473,Go Go Go BBM!! we love you so much!!,
7085244094104568578,amazing....❤️✌️💚👊,
7038386126197539586,Bbm Sara for 2022🇵🇭🇵🇭🇵🇭❤️💚❤️💚❤️❤️💚🇵🇭🇵🇭❤️💚❤️💚❤️🇵🇭🇵🇭,
7054177387319460609,bbm watching from Dubai,
7055836807375995654,the next President of the Republic of the Philippines 😁😁,
7043774772505182977,🥰🥰🥰wow,
7046893478769607425,love you BBM🥰,
7043982558321410818,bbm support🥰,
7042239037826401026,Leni: starts paying Media*,
7051782470601442053,SOLID BBM for 2022😍,
7041041498322125573,Manny Pacman Parin🚩🚩🚩,
7039536808879440642,BBM own this sound🥰😂,
7055892896784171778,solid BBM and Sarah Duter30 ❤️🇵🇭,
7058441085810688770,go BBM,
7084018685908288258,BBM for president,
7035344331200365314,Bbm for 2022❤️❤️❤️❤️❤️,
7034613377775731457,I'm here in Kuwait but sulid BBM suporters,
7035199699079152385,BBM for president,
7038473561279185666,"Daming GINISING NI GOD 🥰🥰🥰 GO BMM FOR FILIPINO CHILDRENS FUTURE,‼️❤️",
7032961732503159553,I stand BBM2022❤️✊🇵🇭,
7058037506255930113,I want to meet him too personally🥺,
7057738030672511745,#yestobbm2022 🇵🇭,
7057699650345698050,Goosebumps 😳,
7057697688128766722,GOD BLESS YOU BBM...,
7058509571966452482,small tiktokers let's support each othe🥰🥰🥰🥰,
7049981542756238081,solid supporter bbm,
7057799258351272706,ez win.,
7050100546522366721,❤❤,
7057715537015194370,PROUD TO SAY MY FUTURE PRESIDENT...BBM✌️💪❤️❤️❤️,
7038367453999153926,@,
7058444782947369729,VIVA BBM! SHANTY SHANTY SHANTY! AMANG BATHALA GUIDES YOU ALWAYS!,
7058683762477449985,🥰🥰🥰we love BBM 🥰🥰🥰Support him for President🥰🥰🥰,
7039752302483653378,👍👍👍👍,
7058306066538955521,yes solid BBM Sara ✌️❤️👊,
7082085828604314370,❤💚,
7036010945583989505,Landslide na🥰🥰🥰BBM,
7057697586094473985,Solid BBM from Mindanao 🥰🥰,
7057425153529643777,BBM all the way!!!,
7032963824869999362,bbm-Sarah for president vice pres,
7037618138346717954,WE LOVE YOU BBM🥰,
7041149847982048002,🥰🥰🥰,
7040792957162685185,solid BBMSARAH 💚❤️👊✌️🇵🇭,
7057447280487858946,WE❤️BBM✌🏼- SARA👊🏻,
7039200345713017602,💪,
7049285922676065025,I hope the truth set freee,
7057693724738061057,God bless Philippines! God bless BBM!,
7046022048187089666,✌️👊,
7057021294244119297,yes bbm ND Sara tyo🥰,
7057212976377938689,My God! Who else got goosebumps? 🥺 SURE WIN NATO! BBM ❤️❤️❤️❤️,
7038474681343083266,🥰🥰🥰,
7045624674113979137,praying for his strength🥰🥰🥰🥰,
7049554283805246210,:BBM FOR THE PRESIDENT!!!,
7058116749497303809,👏🏼👏🏼,
7059298643392348929,🥰thank you God,
7058055225953239809,BBMfor2022,
7059329779786547969,Wow 🥰🥰🥰🥰,
7058510078743544577,♥️♥️♥️,
7057504827714470658,❤️❤️,
7058200693261763330,🥰🥰🥰,
7059062027188699905,Yes bbm & Sarah from Riyadh we support you,
7039488308418380549,🥰🥰,
7059077818025640705,PROUD BBM 💪💪💪✨✨,
7055826144188547842,go BBM 🥰,
7058526545232970498,❤,
7057106450606424833,american flag,
7056648357099963137,✌️✌️✌️🥰,
7058302369507017473,SUREWIN #BRINGBACKMARCOS2022,
7057563391032099585,👍🏻,
7058940624598942465,We love you BBM from DAMMAM SAUDI ARABIA,
7058468741868733186,♥️♥️♥️,
7056608050404803330,BBM FOR 2022❤️,
7051228899002778369,🥰🥰🥰,
7055601382456017665,✌👊❤,
7046536623722840833,✌️💪🇵🇭💯,
7051908184264426242,Bbm for the Win🥰,
7054197534772314882,🥰🥰🥰✌️✌️✌️,
7050907984755000065,🥰🥰🥰,
7091467921113350914,protect the new president n vice president...god bles🙏🙏🙏,
7055524551346373378,🥰🥰🥰,
7047264455440646914,"yes Bbm for president
✌✌",
7029653296457728795,"wala nga, wala ng paglagyan, puno kalsada, ingat pa rin po, sa covid mga ka BBM,",
7029652220291793690,nakakaiyak talaga nangyayari....,
7029662351914271514,malapit lng yan samen Sana sa San Nicolas den BBM🥺,
7029671159893492507,ang galeng ang lupet ng sountract mo lods,
7029673305301189378,Grave🥰 yan Ang Presidente ko🥰,
7029661002161619739,sa nasugbu sana pumunta si bbm,
7029665859736634139,grabe 🥰🥰🥰🥰🥰,
7029664114746835739,Love you all ingat po..kayo plagi..,
7029662616503190299,Bicolana here pero Solid Bbm ❤️,
7029668240125215515,grabi,
7029654742654026523,wapamg pag asa ang lugaw niyo,
7029660823644275483,gusto ko sana makapunta ng maynila paralang supportahan kita bbm.,
7029665796444046107,"nakakataba ng puso nagkakaisa tayo🥰🥰🥰🥰
BBM is my President
Proud BBM solid pati buo family ko",
7029657601529463578,kahit saan sulok ng pilipinas dinudumog ng tao alam na this solid bbm here✌️♥️,
7029664404027999003,"Ingat lagi BBM 😳
Ako lang ba natatakot pag may maraming tao dudumog sa kanya? remember hindi takot pumatay ng tao ang nasa likod ng kalaban nya 😳",
7029665428042171163,my bgong balita ah. ung kbila naghold ng vaccination dyan pra lng mgmuka mdami supporters..hahahaa,
7029663728912073498,BBM solid,
7029663637938045723,bbm solid,
7029660052420051738,woww🥰🥰,
7029665113762726682,Ilocanos 🤝 Batangueños,
7029662400652067611,Haha… buti na yan kahit sa batangas lng panalo sya😂😂✌🏻,
7029664257646805787,TAALEÑOS HERE🙌🙌🙌🙌,
7029664729882870555,"naalala ko yung nag sabe na bat daw walang caravan si bbm😆✌
yung sa ilocos palang na motorcade tsaka itong sa batanggas dagsa na tao e 😜",
7029659983042478874,Yes BBM for President wow saya mga ka BBM,
7029670115583165210,Kailangan paba ng botohan? 🥰,
7029672479832785691,Bbm,
7029659834320503579,yung lalaking sumingit sa gitna ng dalawang pulis para tumulong sa pag harang😳✌✌✌✌🇵🇭🇵🇭🇵🇭🇵🇭,
7029664754134713114,Ama heto na po ang iyong itinadhana..Ingatn mopo sila..Ang Tigre at Agila..Para sa bagong lipunan..,
7029658390973023003,panalo na BBM 💙💛❤️🇵🇭,
7029664793166922522,Antagal ng election. BBM na!,
7029654103970382593,angeles pampanga on sunday!🥰,
7029671058139743003,Mag Ingat po kayo 😭😭😭😭😭😭😭✌️✌️✌️✌️✌️✌️✌️✌️✌️,
7029659218408522523,✌✌✌👊👊👊💯latta,
7029663307406148378,"isang cameraman lang sapat na, ung sa iba halos matabunan na ung kinukunan....supporters na ang bahala sa picture at videos ✌🐯🇵🇭🐅💯",
7029669060825187098,yan ang tunay n pang masa wla iniisip n kahit anung pangamba s pedeng mangyari s paglapit nia s tao ang importante s knya mklapit xa s mga tao..#bbm🥰,
7029660624242623259,dalwang bayan payan pano nalng pag worlwide na 🥰🥰🥰🥰,
7029669803895980826,grabe na ito🔥 sure win! BBM LANG SAKALAM🥰,
7029670071673242394,grabe ka BBM...hooked nko sau..😅😅solid BBM,
7029663837037691675,#BBM2022,
7029674318779253531,NAIIYAK AKO 🥺🥺🥺,
7029672451261072130,"sana maging safe siya, meron pa rin kasing COVID😳 please keep him safe",
7029674676846920475,solid BBM Tayo🥰,
7029672965063770907,BBM Solid,
7029663263156093698,gawin niyo nga araw2x hahhaha,
7029673886472094490,sana south caloocan naman🥰❤❤❤✌✌✌,
7029666524508717851,Sure win na.....!yeahhhh iyak mga pinklawin.Solid BBM for 2022,
7029670348594103066,Yun braso po ni BBM baka mamaya may Bali na po hehehe. Stay safe po,
7029650619049329435,bbm,
7029665925871731482,kakatuwa kayo dyan✌✌✌,
7029665530357777179,gandang pakinggan at pag masdan para akong napaluha ah🥰🥰🥰🥰,
7029660727007118106,mahal na mahal sya ng masa...bbm lang sakalam nakakaiyak ❤️♥️❤️♥️,
7029665607864550170,Isa po kc si BBM sa tumulong noong pumutok ang Taal.✌️✌️✌️❤️❤️❤️,
7029664563830752026,umiiyak po ako sa galak at saya sa puso ko salamat po panginoon gabayan nyo ang aming president,
7029662766889960219,wala pa ang agila jan...,
7029671889631183617,Solido Wohhhh☝️💯✅✅✅✌️✌️✌️#BBM2022,
7029653491489112858,"humanda n kayo sa debate kame nmn sisigaw para ky bbm, hindi pa nag sasalita sisigaw n kame bbm🥰✌️",
7029665571335815963,champion yern Ang lakas consistent BBM lang yan,
7029672394897818394,🥰🥰🥰🇵🇭✌👊🤗❤🙏🙏🙏#BBM,
7029670680178492186,bbm lang sakalam,
7029672318956323610,walang iwanan mga supported bbm hangga sa 2022 solid tayo mga bbm kahit anong mag yare,
7029664648102773506,yan live video ! kakagulo ke BBM 🥰🥰🥰,
7029672691859456795,"panalo na ang aming bbm
solid bbm SUPPORTERS ✌✌✌bangun PHILIPPINES",
7029673374465131291,Na kakakilabot batanggas pa lang yan pano pa kaya buong pilipinas na.. 🥰🥰🥰🥰,
7029671771385676571,grabe pagmamahal Kay bbm,
7029653582513357569,✌️bbm,
7029674634681533211,yan ang suporta ✌️❤️LAKAS!!!,
7029671316404306714,✌️❤️#BBM2022,
7029674393387189019,Solid bbm from tarlac🥰,
7029664210808668954,wala pang mga artista yan....#BBMLATTA...,
7029669837823591195,landslide 🥰lakas mo apo lakay BBM 👊✌️,
7029653152525730587,KINIKILABUTAN AKO GO BMM❤️❤️✌️👊👊,
7029653583939552026,parang ka prrd dati..my president 😁😁,
7029664466674041627,#Lenilangsakanal,
7029674284083774235,bbm tau🥰,
7029672109253673754,solid bbm whuu👊✌️,
7029671806793827098,"sana di na tumakbo si sara sa presidente . mag vp nalang siya kay BBM
SOLID BBM NA PAMILYA KO",
7029673082415809306,wow nakaka proud🥰🥰🥰✌️✌️✌️,
7029671072752730906,tingnan nyo yung mga nakaharang grabe oh kase sobrnag dami ng tao,
7029673029584831258,Wala talagang nag cover na mainstream media nakakasama Ng loob,
7029669705023767323,ano pp bang position tatakbuhan ni Bong Go? pls sana po may sumagot 😁,
7029671707892089627,josko po di pa niya jan kasama ang vp inday niya 🥰🥰🥰🥰,
7029673087151260442,bbm solid,
7029670878015734554,"dilawan left the group haha
#BBM2022",
7029668981150024474,angas din ng manga kapulisan naten!! saludo! #bbm2022,
7029655699102090011,patay cla skin,
7029666580548354842,kelangan paba ng halalan?clear winner na to eh hindi kame binayaran hindi kame peke alam namin ang tama at yun ang may matang patungo sa kinabukasan✌,
7029665377869742874,"waaaaaah nakakaiyak Naman yan🥺🤧 bbm solid kami lahat d2 sa bahay, ako, tatay at nanay ko pati ate ko😍",
7029664513385988891,omg naiiyak aq GOD KEEP BBM SAFE po and to all supporters..ingat po kau..MABUHAY BBM🥰🥰🥰🥰,
7029670474342777626,solid ❤❤,
7029658971762017051,yes LORD Sana sya nga solid here in isabela poh BBM,
7029671038061527834,Naan diyan Kme pero ang inaabangan kosi sandro pero wala eh,
7029669935853110018,paano kung sa Pampanga Yan mas marami din cguro baka buong Pampanga lalabas Ng bahay kahit naka ratay baka tatayo paralang Makita Ang president nila,
7029673936967582491,Puro mga trolls supporters 🥰,
7029663819140432666,kalhati palang yan,
7029653251310568219,solid marcos kame..... 2022,
7029673633795244827,"grabe nkakaiyak naman ung dami ng tao. ganyan ka nmin kamahal BBM. stay safe pa rin po tau.
🙏🐯🦅✌️👊🇵🇭",
7029670996055491330,sana baguio din hehe,
7029666393066914587,naiiyak aq.. solid #BBM from Nueva ecija🥰✌️💪,
7029663309058622235,Solid bbm ✌️,
7029673379259220762,Probinsya palang ata inuuna nila saka naung NCR,
7029670805391246107,solid ✌,
7029669419739595521,"So lead yan pag naging pangulo si bbm tas Yung ""tutog eye of the tiger""",
7029671113710617371,sama aq.. lingayen aq,
7029670900606452507,"Cavite. Sa 21..kami naman. Cavitenyo
, 🥰🥰🥰✌️✌️✌️✌️👊👊👊🇵🇭🇵🇭🇵🇭",
7029670308864983835,kkainggit 😭😭😭🥺🥺🥺,
7029674062561887002,"grabe lahat ng yan bababa sa edsa pag dinaya pa, salamat mga Kabatang, proud ilokano🇵🇭✌️✌️❤️",
7029652464626926363,"NANAHIMIK LANG ANG SARA ALL HUH
HINDI PA KAMI LUMABAS MALAYU PA ELECTION",
7029665056531514138,PNP Salamat Sa paiingat kay soon President BBM ✌️✌️✌️✌️✌️✌️✌️🙏🙏🙏🙏🙏,
7029659654586368794,sana wagnapo ma daya. . gusto kuna ng pagbabago. . lord gabayan nyupo lahat ng somusopurta kay bbm . at lalonpo c bbm . lord tulongan nyupo kami. . 🥺,
7029668179186434843,Eto na pagpapatunay sino ang gusto ng bayan... ✌🇵🇭❤,
7029671333994873626,natatawa ako sa mga pulis grabe mabuhay mga bbm suporters,
7029671003869463322,Lalo na cguro pag kasama n nya c sara ✌️👊,
7029657191893254938,SOLID BBM KMI..,
7029658278381208346,tapos nagyayabang din ang mama pink nla khit san dw cla ng motorcade dinumog dw cla😂😂😂yan ouh mga pink ang patunay klarong klaro😏😏,
7029664115648103195,BBNM SOLID NKAKATWA NAMAN,
7029653999314240283,ang tahimik nmn ngaun ng mga pink 😂😂😂😂,
7029653861787157274,may nanalo na mga ka lugaw,
7029662540880069403,grabe kakaiyak,
7029669534990926593,Ganito kauhaw sa pag babago ang mamayang filipino. God bless us everyone✨♥️Nakakaiyak! After all this years it is divine timing indeed!,
7029674011458552602,iyak mga dilawan 😂🤣😂🤣 b.b.m na nangunguna sa bilangan✌✌✌✌🥰🥰🇸🇽🇸🇽🇸🇽🇸🇽,
7029663381150319387,mabuhay mga taga batanggas,
7029665098222666522,Nakaka OVERWHELM!!!! 🥺🥺,
7029654986162848538,tapos pagdating nang botohan zero vote for batangas subukan lang talaga nila. power of the people talaga mangyayari nito..,
7029665406633902874,o Diba Wala masyadong mga cameraman para sa bias Media 😂. puro cellphone Ng mga tao. sa isa puro media walang mga tao 😂,
7029667397800166171,maiiyak k nlng tlga sa saya ei...,
7029664018219139867,Excited na talaga ako bomoto Sa Mayo 🥺😍✌️👊🅱️🅱️Ⓜ️,
7029667329093141275,Naku pag yan natalo may dayaan na naganap matic yun kitang kita na madami tlagang supportera BBM 🥰 tlagang sinasalubong ng tao🥰🥰,
7029673968420340507,"KALMA MGA KA BBM 🥰 SUPPORTER🥰 Napa karami NYU na Jan🥰
baka MAHULUG Kayu Jan SA MGA PUNO.
YES WE CLAIM IT WE WILL WIN. AND THE CHAMPIONS IS BBM👊✌️",
7029654788581901083,tapos na ang paghahari ng mga mink..dumating na ang TIGRE..proud ALA EH...BBM2022,
7029671806718378779,kahit dayain panalo parin😂,
7029673689289900827,"Ang daming tao, guys mag ingat po hindi pa tayo tapos sa laban ng Covid 19",
7029673928671298330,Sana Mayo Na,
7029656345964512027,kakakilabot....pagka iyay natalo pa...magkakaribok sadja ...solid BBM,
7029663225687999259,bakit walang nabalita sa main stream media,
7029655449981453082,lipa palang yan ah sa linggo pa kaming mga tagah bauan batangas🥰,
7029651475588678426,nakakaiyak yan ang president bbm soild kami,
7029673746496078619,Huwag nyu putulin kamay ng Magiging Presidente😂😏,
7029663364666311450,finish n kz e panalo na .. iyak n Yun mahilig manira s BBM nmin🥰😘,
7029673555801932571,Parang nakita ko asawa ni dawn zulueta? omg si sir.anton lagdameo🥰🥰,
7029665644375294747,"grabe nag aalab sa dami,ano masasabi ng mga lugawan jan😂",
7029673239039509275,Dana dito rin sa Rosario Batangas 🥰,
7029660941981729563,bbm ako solid for president 2022,
7029673037243515675,Bakit naiiyak ako sa tuwa,
7029670276775019265,Kilan po sa Quezon Province?,
7029670417166385947,wla kau kay mama mink😂😂😂 sa tabi LNG ang tao ayaw lumapit para bang my covid ayaw lapitan😂😂,
7029667154236965659,pag itu natalo pa iwan ko nalang 😍😱😂,
7029672999738213146,Solid bbm kmi dtu buong mindanao🥰🥰🥰,
7040735307750327041,Lord lagi niyo po siyang gabayan sa araw2x na kanyang gagawin kaylangan siya ng taong bayan.amen,
7046401689309725441,BBM lang malakas,
7043587312315482882,sana rin po dto sa bulacan,
7051381974849929986,bong bong markos lang malakas,
7029670181501240091,kakawa naman ng ng pangulo ko walang katao tao.,
7044357331534693121,Let's pray for clean election guys hoping walang dayang mangyare,
7047127525100798721,Bbm lng kasalam 🥰,
7029670102538781467,KAYA BBM FOR THE WIN NA TALAGA 🥰🥰,
7036436776868791042,I'm sure mananalo si BBM Marcos inshallah 🤲🥰🥰🥰🥰,
7036162849202963205,Tagal pa ang election!!,
7054779372657672962,kw na BBM solid,
7036505586150376193,may kumakalat po ngayon na rumor❗ plano tlga ni PRRD na VP si Sara kaya pag nanalo sya iimpeach nila si BBM para si Sara maging President❗,
7044220432756916993,𝒔𝒖𝒑𝒐𝒓𝒕𝒆𝒓𝒔 𝒑𝒂𝒍𝒂𝒏𝒈 𝒚𝒂𝒏 𝒑𝒂𝒏𝒖 𝒏𝒂𝒌𝒂𝒚𝒂 𝒌𝒖𝒏𝒈 𝒃𝒐𝒕𝒐 𝒏𝒂#𝑩𝑩𝑴.✌️✌️✌️,
7029671404963054363,ehehe naman po BBM kita mo naman suporta naming taga batangas wla pa po yang 1/4 e🥰kakakilig namng mkita na masaya ka po🥰,
7029673691055866650,BBM FOR 2022🥰🥰🥰🥰🥰🥰 BUT NAPALUHA AKO SA TUWA 🥰🥰🥰,
7029663155601703707,"Grabeee, daig pa nya ang sikat na artista sa daming supporter 🥰",
7029673810652070683,"yan yung mga troll na sinasabi ng peppa pink
BBM LATTA",
7036606929871389441,bbm para sa patuloy na pag babago para sa ating Bansa,
7046687960553145089,insha allah sana si BBM nxt president gusto ko bumalik nung tatay palang nya yung pangulo para bumalik na yung pag angat ng pinas,
7029669683485770522,"Lipa city, baluarte ni Ralph Recto, di ba? Watching this video was so happy and all smiles 🥰🥰🥰🥰 Ag biag ka apo Manong BBM ✌🏽👊🏽🇵🇭❤️❤️❤️❤️",
7048477132326224642,bbm lang malakas 🥺🥺,
7036650272768721666,"Lord ingatan mo po ang aking pangulo as halalalan#bbm
#sanluis batangas
#ang Bose's ng pag ahon
#labanparasalahat mgkaisa po sana",
7036650388061209346,gusto ko yan,
7036653784331797249,BBM FOR THE WIN GOD BLESS SIR BONG BONG IBALIK MO ANG SIGLA NG PILIPINAS,
7036981114505839361,"pahingi po Ng konting ora's nyu para sa presidential survey (for educational purposes)
https://forms.gle/H98BHbnAPhvqmyAv6",
7048959843289957125,We are here to support you our becoming President of the Philippines. Sama sama tayo sa patuloy na pagbabago sa ating mahal na bansang Pilipinas.,
7044069765807178497,BBM lang sakalam👌🤘,
7037743413525742338,BBM Latta klabsat!!!,
7029670898114396955,kung ako anjan maiiyak ako sa saya at awa para sa pamilya ng mga Marcos . . grabe ung nangyari sa kanila pero anjan pa din sila handa pa rin tayong,
7036684375719297794,pangita na..taong bayan ang masusunod...go bbm...solid...salute,
7029670554597245698,ayan n mulat n mga mamayan lupettt bbm solid,
7036862225281598209,wow na wow SOlID BBM,
7039229018474087170,"grabe tlga supporters ,naiiyak ako ,nakakilabot suporta Kay BBM SARA ,Ang pangtanggap sa tao ❤️🙏",
7036942461905961730,btw po ang gusto po ni marcus di tayo masasaktan sa anu disisyun natin pero kung yan lang tangi paraan para umayus ang pilipinas ulit handa ako masakt,
7036942156057346817,hinaharangan ng comelec anu ba gagawin natin ?,
7048906694528811778,go go LNG bbm .we pray para sayo Sana magtagumpay ka.god bless .,
7038183936593625858,Alam ni lord kung sino karapat- dapat mamuno na presidente sa election 2022 at c BBM na yan..In the mighty name of jesus❤️Amen🙏❤️🙏,
7037285557810021121,nkkatindig balahibo kasali na dyaan ..sister ko whoooo???😅😅😅😅,
7037573780441744175,Si lugaw puro vehicles hindi masa. Vehicles pwede yan arkilahin lang,
7038939255221371650,panalo na tlga...#solidbbmsaraduterte,
7039385774655439621,"looks good sana manalo , wala ng ofw .. living wage na ..",
7039569878399025921,surewin yarn solid bbm✌️✌️✌️👊👊✌️✌️✌️👊,
7039307661636469509,bat kc tatakbo pa Yung iba 😂😂😂 #bbmlangmalakas,
7039301603148514049,naiiyak ako sa nakikita ko na marami Ang magmamahal Kay BBM..ingat po at patnubayan ka Ng pong maykapal sa iyong magandang adhikain sa bansa natin,
7037257465100239617,BBM LNG SAKALAM 💖💖💖,
7037667699568427777,Hindi ako makapag antay sa araw na manunumpa na sya,
7039576744181187329,wala ng social distancing dahil Kay BBM😭,
7039328962971419394,@The Flash:Better days to come mga kababayan. kapit lang hanging May 2022,
7045080117022556930,isang patunay na maraming nagmamahal sayo marcos mabuhay tayo sambayang pilipino bbm2022,
7045145657895830273,lamang support ni bbm dto sa lalawigan ng rizal,
7044407205563187969,nagpapakita ng tunay na PAG-ASA NG BAYAN GOD BLESS PHILLIPINES !!!!,
7037285203848971009,wooww happy all .. with Mahal Kong BBM...😅😅😅😅,
7052154809885197057,"alam na sa atin na ang panalo, dito na masisira ang kasabihan na dipa napipisa ang itlog nagbibilang na ng sisiw,
dahil ang tiger di yan nangingitlog.",
7043896477890511618,"YUNG MAMA NYO NASA KOTSE TAPOS MAGMAMANDO ""DALIAN NATIN"" SINO DIKTADOR NGAYON😂 BBM FOR PRESIDENT🥰",
7037257366131933953,BBM PARA SA PILIPINO 💖💖💖💖💖👏👏👏,
7029653944054252315,pag si bbm Ang magcacaravan kailangan talaga Ng pulis para di magkagulo pero pag si leni di na kailangan puro papunta sa libingan naman Yung caravan,
7029665411130147610,oh my goodness walang duda,
7042969587889324802,NANINIWALA PO AKO SA KAKAYAHAN MO SIR SANA PO HINDI MO PO BIGUIN ANG MGA TAONG BAYAN,
7033010141889430274,bbm 2022,
7044558360993760002,trivia Po Tayo . Ang supporter ni D30 ngaun Supporters na ni BBM.. so Alam nyo na Kung sino uupo sa malacañang..,
7043830587324777222,pag ikaw ay mabuting tao at kilala ang mabuti mung gawa. wala kang tao mkikita sa paligid mu.walang madaanan sa sikip nito.strattegy ang kailangan ku.,
7037257767929185025,Parang Santo ANG ATING BBM 💖💖💖 TULOY LNG MGA KA TIGER 🐅,
7035983840825262849,BBM lng sakalam 🥰🥰 go go go solid Marcos here ofw from jeddah watching 🥰,
7029668585149023002,WALA NAG COVID DAHIL KAY BBM WAAAAAAHHHH,
7033787455824282369,PANOTICE SA SOLID BBM JAN PRAYERS PO PARA KAY BBM AT SA LAHAT NG MGA PILIPINONG NANINIWALA SA KAKAYAHAN NI SIR BONGBONG 🇵🇭🇵🇭🇵🇭✌️✌️✌️👊👊👊👊,
7039323099929756417,solid BBM GDBLESS,
7033950381957251842,BBM For President. 💯 Ikaw lang for president sapat na❤️,
7032963531130241794,Sana walang dayaang mangyayari.Ilocos region Alm nting Hindi lht aayon Kay BBM Meron paring Boboto sa iba.Not like Leni SA Kanya Lahat Yung Boto at 0,
7034625774817035009,Solid MANONG BBM(QATAR),
7033787672490164993,PANOTICE SA SOLID BBM JAN PRAYERS PO PARA KAY BBM AT SA LAHAT NG MGA PILIPINONG NANINIWALA SA KAKAYAHAN NI SIR BONGBONG 🇵🇭🇵🇭,
7039900641476772610,𝘉𝘉𝘔 𝘭𝘢𝘯𝘨 𝘴𝘢𝘬𝘢𝘭𝘢𝘮🥰🥰🥰,
7037481366045082374,yes BBM SARAH SOLID TAYO🇵🇭👍✌️✌️✌️🇵🇭💚💚💚,
7038367030587966214,mabuhay ka bbm..pinapakita lang na ikw lang karapat dapat na ihalal ng taong bayan..✌️✌️✌️#bbm,
7037383966181458689,OMG! Ano po feeling? ✌️👊❤️💚🇵🇭,
7039255449992659713,sa truth pg abs gma at tv 5 wala na magandang balita. dito nalang sa tiktok☺️,
7039591046090851074,anong title Po Ng song?,
7039191469433111298,hinde na Nila madadaya ang panalo na 🥰🥰🥰🥰BBM solid,
7039618473554903809,may botohan paba bilang presidente?kita na kung sino panalo eh😂,
7039673131606819585,hindi ako pala comment sa lahat ng tiktok as in pero ng dahil kay BBM taena napapacomment ako 😍😍😍😍,
7037680612035232513,💯💯 si BBM na talaga Ang tandem na Ang papalit sa malacanyang.🥰🥰🥰🥰,
7039127049298051842,Lord protektahan nyo po ang taong ito dahil siya ang nagpapabalik ng dati na walang mga oligarch na maghahari harian sa bansang Pilipinas🥰 SolidBBM,
7038785178848248578,yan Ang tonay na makataO maraming na niniwala kahit San sa bansa🥰🥰🥰,
7036888459151328001,"let's Protect MARCOS para sa tuloy na pag babago 💪
#BRINGBACKMARCOS#BBM-SARA✌️👊🇵🇭",
7038359582192386818,"BBM,PARA SA PAGBABAGO OFW FROM KUWAIT,",
7029678425493406490,🥰🥰🥰#BBMIsMyPresident2022,
7029670794393715482,Ate Mali taal batanggas yun,
7029662485355905819,"buti nlng my TikTok, Facebook at Twitter kc nakikita ng mga buong mamayan Ang Totoo pgmmhl ng mga tao Kya BBM,, #bbm2022",
