source,post_id,container_id,user_id,datetime,text,length,likes_received,replies_received,amp_prob,is_sockpuppet
pantip,49091,42133392,pantip_7488839,2023-07-24 12:42:52,เห็นควรด้วย,11,0,,,0
pantip,49100,42133396,pantip_7450328,2023-07-24 11:48:04,พรรคอันดับ 3 จะตั้งรบ.สูตรใหนดี บอกก่อน,39,0,,,1
pantip,49102,42133396,pantip_7452177,2023-07-24 11:52:37,เสียงคนชนกลุ่มน้อยไปไม่รอด,26,0,,,1
pantip,49107,42133396,pantip_6627265,2023-07-24 12:53:58,สูตรเดียวกับที่ พท ตั้งแบบไม่มี กก แค่เปลี่ยน นายก แค่นั้นเอง,61,0,,,1
pantip,49109,42133396,pantip_7488839,2023-07-24 12:58:52,ปีหน้าค่อยคิด ยังทัน,20,0,,,0
pantip,49110,42133396,pantip_7645973,2023-07-24 13:08:32,มันมาถึงจุดนี้ได้ยังไงก่อนนนนน,30,0,,,1
pantip,49116,42133404,pantip_6896206,2023-07-24 12:31:20,ที่ด่ามาทั้งหมด ผลตอนนี้เป็นไง ตรงไหม,37,0,,,0
pantip,49117,42133404,pantip_7553151,2023-07-24 13:00:44,ตอนนี้เมื่อมันยังไม่เกิด ก็ยังไม่ตรงนิ รอดีลลับมันเกิดจริง แล้วค่อยด่าก็ไม่สายนะ,80,0,,,0
pantip,49119,42133404,pantip_7553151,2023-07-24 13:38:17,ต่อว่าเค้าไปต่างๆ ผมอภัยให้หมดเลย ถ้าเค้าไม่แยกจากก้าวไกล gtถ้าเขาไม่แยกก้าวไกล ต้องให้คุณอภัยอะไรให้เขาหรือ คนที่ด่าให้ร้ายเขาในสิ่งที่ไม่ใช่ความจริงต่างหาก ที่ควรต้องให้เขาอภัย,178,1,,,0
pantip,49122,42133404,pantip_6710031,2023-07-24 14:15:56,พรรคขอทาน,9,1,,,0
pantip,49217,42133454,pantip_7488839,2023-07-24 12:41:27,ทางเลือกง่ายๆ ก็มี หาเรื่องไปตีกินเรื่องข้อบังคับเหนือรธน. ข้อบังคับการประชุมฯ 2563 ข้อ ๑๕๐ ถ้าประธานขอปรึกษา หรือสมาชิกรัฐสภาเสนอญัตติโดยมีสมาชิกรัฐสภารับรอง ไม่น้อยกว่าสี่สิบคน ให้งดใช้ข้อบังคับข้อใดข้อหนึ่งทั้งหมด หรือบางส่วนเป็นการชั่วคราวเฉพาะกรณี หากที่ประชุมรัฐสภาอนุมัติก็ให้งดใช้ได้,291,2,,,0
pantip,49236,42133468,pantip_7617875,2023-07-24 12:29:40,พัง บอกได้เลย จุ เล่นไม่เลิก ค่ายไหน,36,0,,,1
pantip,49238,42133468,pantip_5803662,2023-07-24 13:16:02,ความเห็นส่วนตัว จุดติดแน่ ถ้า พท รวมพรรคลุงตั้งรัฐบาน คราวนี้ม็อบแดงส้ม กลายเป็นสีช้ำเลือดช้ำหนอง,97,0,,,1
pantip,49248,42133468,pantip_2969300,2023-07-25 20:31:29,ผมว่าคนไทยชินแล้วนะ ม็อบเหลือง ม็อบแดง ม็อบ กปปส ม็อบ ส้ม ผ่ามาสิบกว่าปี เจอไปหลายม็อบแล้ว เศรษฐกิจ ปากท้อง การทำมาหากินของคนไทย ก็เดินไปได้เรื่อย ๆ อย่าไปกลัวครับ ถ้าจะกลัว กลัววิกฤติเศรษฐกิจ หรือ สงครามระหว่างประเทศดีกว่า อันนั้นกระทบปากท้องโดยตรง ทั้งเงินเฟ้อ ราคาน้ำมัน สินค้าโภคภันท์ที่โลกปรับขึ้น การส่งออกไทยและการท่องเที่ยวที่ลดลงอันนี้ส่งผลมากกว่าการเมืองไทยเป็นร้อยเท่าครับ ติดตามการเมืองแล้วอย่าไปอินตามมาก มันละครแย่งอำนาจทั้งนั้น แม้กระทั่งคนรุ่นใหม่ เพราะคนรุ่นเก่ายุคก่อนก็เคยประท้วงการเมืองแล้วเคลมว่าคนรุ่นก่อนของก่อนไม่ได้เรื่อง มาแบบเดียวกับที่คนยุคใหม่เคลมนั่นแหละ,584,0,,,0
pantip,49327,42133522,pantip_7648259,2023-07-24 13:34:21,ยากตรงไหน ก็ไปลองซื้อกินด้วยเลยซี่,34,0,,,1
pantip,49328,42133522,pantip_7553151,2023-07-24 13:43:25,เวลาคุณเชิญแขกมาบ้าน คุณหน้าบึ้ง มึนตึง แยกเขี้ยวใส่แขกหรือ,59,0,,,0
pantip,49329,42133522,pantip_7654056,2023-07-24 13:46:43,เบาหวานไม่ใช่เรื่องตลก ขนาดหมอยังต้องรีบเปลี่ยนเครื่องดื่ม หวานจะอ้วก ต้องทนกินทั้งวันกว่าจะครบทุกพรรค,102,0,,,1
pantip,49334,42133524,pantip_7630122,2023-07-24 13:31:43,แดงด๋อย. อ่อนจริงๆ ถึงกับร้องขอชีวิตกับ ดมส้วม อิอิ,51,1,,,1
pantip,49336,42133524,pantip_7654056,2023-07-24 13:44:44,ลุงโย่ง พุ่งนี้เอาตัวให้รอดจากชูวิทย์ก่อนนน,43,1,,,1
pantip,49366,42133571,pantip_7654056,2023-07-24 13:41:21,ในยุคที่ influencerคนดัง ตาม social คือผู้ชี้นำ การเมืองในยุคปัจจุบันใช้วาทะผ่าน social ก้นหมด จะด่า จะฟ้อง จะแซะ จะรัก ไม่ต้องลงทุนไปด่ากันหน้าบ้าน พิมพ์ๆ กด post จบ ในสถานการณ์ที่การเมืองกำลังตีกันผ่านเครื่องดื่ม ล่าสุดคือ นักร้องขวัญใจคนค่อนโลกโพสภาพดื่มน้ำส้ม ช้อคโกแลตยาสีฟัน ว่าไง 5555,291,0,,,1
pantip,49529,42133622,pantip_7644075,2023-07-24 14:06:41,หมอชลน่านเปลี่ยนไปนะครับ ดูท่า เพื่อไทยจะเทก้าวไกล,50,1,,,0
pantip,49532,42133622,pantip_7389721,2023-07-24 14:23:43,ทั้งเพี้ยน ทั้งตรรกะวิบัติ หนักกว่าสลิ่ม ถีบขาคู่,49,1,,,1
pantip,49537,42133622,pantip_7459704,2023-07-24 14:57:07,ชอบจังเม้นต์นี้,15,0,,,0
pantip,49538,42133622,pantip_718696,2023-07-24 15:05:46,ข้อ 2. โดนจริงๆ,15,0,,,0
pantip,49542,42133622,pantip_7630122,2023-07-24 15:20:43,แดงด๋อยจะกล้าหรือ ร้องขอชีวิตกับดมส้วม. ง่ายกว่าเยอะ เซฟแดงด๋อย อิอิ,68,0,,,1
pantip,49544,42133622,pantip_5561316,2023-07-24 19:16:33,เค้าคงไม่กล้าพูดตรงว่ารวมพรรคส.ว เพราะยังต้องการเสียงของเค้าอยู่ เลยเล่นตีวัวกระทบคราดนะ เพราะจริงแล้วก็มีพรรคนี้หละที่มีเสียงมากที่สุด,135,0,,,0
pantip,49546,42133623,pantip_7049956,2023-07-24 14:07:23,การเมืองเหมือนเปลี่ยนแปลง แต่เอาเข้าจริง เกือบร้อยละ 80 มาจากม.ธรรมศาสตร์และตระกูลและสังคมเดิม ๆ. ผมเริ่มสังเกตการเมืองมาสักพัก มีคนบอกว่า การเมืองไทยมันเปลี่ยนแปลง ตัวละครมาใหม่มีเยอะแยะ แต่จากการสังเกต ย้อนดูประวัติแต่ละคน เท่าที่สังเกต ส่วนใหญ่เกือบร้อยละ 80 มาจาก ม.ธรรมศาสตร์ ดูพวกผู้พิพากษา นักการเมืองและคนในวงวิชาการต่าง ๆ ก็ได้ พอเช็คประวัติมา แนว ๆ นี้หมดเลย อาจมี ผสมจุฬาฯ รามฯ เยอะหน่อย บางครั้งก็รู้สึกว่า เหมือนเด็ก ธรรมศาสตร์ gen b gen x gen y gen z กำลังสู้กันเอง อยู่เลย ไม่รู้เมื่อก่อนเขาเป็นมหาวิทยาลัยที่สอนแต่กฎหมายหรือการเมืองหรือเปล่า คนแก่คณะอื่น ๆ ไม่ค่อยมีเลย อาจจะเห็นมีบัญชีบ้าง ช่วงหลัง ๆ อาจจะมี ม.อื่น ๆ บ้าง แต่ก็มาแบบไม่เยอะ และก็ไม่ดูการเมืองจ๋าเท่า เรื่องตระกูลและสังคมก็ใช่ แรก ๆ ก็เห็นว่า เป็นคนใหม่ แต่ก็รู้สึกแปลก ๆ เพราะคนอายุน้อย ๆ จะเข้าสู่วงการมันต้องมีเหตุผล มีเงิน มีสังคม พอไปดูนามสกุลและตระกูล ส่วนใหญ่มีประวัติเกี่ยวพันทางสายเลือดกับนักการเมืองกันเยอะ มันเหมือนไม่ได้ใหม่จริง คนใหม่จริงก็มีแต่ออกแนว technocrat มากกว่า ประเภทอาจารย์ แต่มาสายนั้นอีก หรือว่าพวก new entrepreneur คิดไปคิดมา มันเหมือนดูละครน้ำเน่า เราก็บอกว่า ตอนนี้ละครทันสมัยแล้ว ไม่ใช่ลิเก ไม่ใช่ soap opera แต่เป็น series เด็กยุคนี้ไม่ดูละคร ดูซีรีส์แล้ว ตัดภาพไวมาก แต่พอเราดู content มันก็เหมือนเดิมน่ะ ตัวนักแสดงก็เหมือนกัน แต่แค่วิธีการเล่า เรื่องมันเปลี่ยน เนื้อหาละครก็แย่งชิงตบตีกันเหมือนเดิม,1314,0,,,0
pantip,49548,42133623,pantip_6627265,2023-07-24 16:16:48,มันเป็นมานานแล้วนะครับ แค่ไม่ค่อยมีคนสังเกตุ เช่น พ่อของ ทิม ก็เคยเป็นที่ปรึกษา รมว.เกษตร และสหกรณ์ ทำงานการเมืองมาก่อนเหมือนกัน นกม. จากตระกูลใหม่ ไม่มีหรอก มีแต่ส่งไม้ต่อจากตระกูลเก่า จากรุ่นสู่รุ่น,200,0,,,1
pantip,49549,42133623,pantip_7049956,2023-07-25 12:48:47,จริง ๆ ผมก็สงสัยมานานแล้ว ว่าทำไม แต่ละคนรู้จักกันง่ายจัง แต่ละคนก็วัยต่างกัน หลายคนนามสกุลก็เหมือนกัน อายุน้อย ๆ ประสบการณ์ก็ไม่ได้มากอะไร ทำงานไม่กี่ปี ทำไมไต่ไว สร้าง connection กันไว หลาย ๆ คนไปเรียน ต่างประเทศมันก็ใช้เงินเยอะ ยิ่งม.ดัง ๆ เขาก็ขอจดหมายรับรอง letter of recommendation ของผมได้จดหมาย จากคณบดีตอนไปเรียนต่างประเทศ แต่หลาย ๆ คน แค่เด็กมหาวิทยาลัย ทำไมได้จดหมายจากรัฐมนตรีรองนายก หรือคนสำคัญ ๆ ในกระทรวงเศรษฐกิจเลย มันดูแปลก ๆ น่ะ แต่จริง ๆ ไม่ใช่แต่พรรคก้าวไกลหรอก พรรคฝ่ายค้านก็ใช่ แล้วบางนามสกุลอยู่เกือบทุกเขต บางนามสกุลอยู่ในจังหวัด นามสกุลบางนามสกุลอยู่ 2 พรรค ไม่รู้กระจายความเสี่ยงหรือเปล่า. ที่แน่ ๆ คือ เราไม่ได้เห็นของใหม่แบบใหม่จ๋าหรอก มันคือของเดิมที่มาปรับแต่ง เพราะยีนส์ก็ยังตัวเดิม การเลี้ยงดู การให้อบรมก็ยัง ม.เดิม โรงเรียนเดิม แนวคิดก็เป็น elite เหมือนเดิม แต่เป็น elite สายนักธุรกิจ พ่อค้า ผู้ดีเก่า ข้าราชการ ทหาร อันนี้ก็เยอะ คนหน้าใหม่มีน้อย.,881,0,,,0
pantip,49569,42133634,pantip_7597864,2023-07-24 14:21:46,สนใจติดต่อทางไหนล่ะ,19,0,,,1
pantip,49571,42133634,pantip_7651985,2023-07-24 15:06:01,เห็นด้วย ไร้สาระเกิ๊นน,22,2,,,1
pantip,49572,42133634,pantip_6584819,2023-07-24 16:10:53,กำลังอยากหักหลังเพื่อน,22,1,,,0
pantip,49575,42133634,pantip_7653221,2023-07-24 17:07:17,ลิซ่าจิบน้ำส้มเก๋ๆ 5555,23,1,,,1
pantip,49611,42133666,pantip_7637879,2023-07-24 14:56:18,ภูมิใจทีแบะท่าทีแรกจะร่วมรัฐบาล เสี่ยหนูยังบอกเค้าไม่เอาเรา เราก็ไปเป็นฝ่ายค้าน แล้วจะไปว่าได้ยังไง ยิ่งมาบอกให้ยกมือให้ยิ่งตลกใหญ่,131,0,,,0
pantip,49613,42133666,pantip_7454794,2023-07-24 15:24:19,อยากรู้คนที่เลือกภูมิใจไทย ต้องการอะไรกันแน่ ต้องการให้หมอนู๋ เป็นนายก ไม่ใช่เลือกภูมิใจไทย แล้วเอา พระเอกลิเก เป็นนายก ถ้าปากบอกว่าไม่เอารัฐบาลเสียงข้างน้อย มันก็ต้องมีก้าวไกลหรือเพื่อไทยมั้ย การไม่เอารัฐบาลเสียงน้อย หมายถึง ไม่ต้องการจัดตั้งรัฐบาลแข่ง ซึ่งถ้าเขาจะทำ ก็ทำได้ รวมพรรคเสียงน้อยทั้งหมด แจกกลัวย สว ให้โหวดเกือบ 200 คน ก็ได้เป็นรัฐบาลแล้ว แต่เขาไม่ทำ นี่คือความหมายไม่ทำรัฐบาลเสียงน้อย,399,1,,,0
pantip,49614,42133666,pantip_7624472,2023-07-24 15:37:33,ทำธุรกิจ มีแต่เสียเปรียบให้ฝ่ายตรงข้าม จะให้ผลประโยชน์เขาไปฟรีๆทำไม,67,0,,,0
pantip,49624,42133667,pantip_4095637,2023-07-25 09:00:08,แกบอกว่าแกหน้าเป็นงั้นอยู่แล้ว จริงๆไม่จริงไม่รู้ แต่ส่วนตัวคิดว่าแกไม่เหมาะกับตำแหน่งเลขา เพราะเวลาแกพูด มันดูเรียบ มันไม่น่าติดตาม ปล.มีคนเม้นต์ว่าแกเหมือนโดราเอมอน เออ ก็เหมือนอยู่,183,0,,,0
pantip,49625,42133667,pantip_718696,2023-07-24 14:57:39,วงในว่า เขาดุ ขี้โมโห,21,0,,,0
pantip,49626,42133667,pantip_7624472,2023-07-24 15:35:36,ทีมกฎหมาย แต่ปล่อยให้เพื่อนตัวเองโดนคดีเดิม แล้วแต่จะคิดเลยครับ,63,1,,,0
pantip,49628,42133667,pantip_718696,2023-07-24 17:58:47,เสพการเมืองจนคลั่ง ตอบกระทู้ใส่อารม ด่าๆทุกอัน,46,0,,,0
pantip,49629,42133667,pantip_7324239,2023-07-24 18:16:25,mr.zippo ตบสลิ่มไป 3 ตัว,24,0,,,0
pantip,49632,42133667,pantip_718696,2023-07-24 17:51:26,ตอบผิดช่องไปแล้ว ข้างล่าง,25,0,,,0
pantip,49634,42133667,pantip_718696,2023-07-24 17:51:49,เป็นผู้ร่วมก่อตั้ง,18,0,,,0
pantip,49636,42133667,pantip_718696,2023-07-24 17:57:54,เสพการเมืองจนคลั่ง ตอบกระทู้ใส่อารม ด่าๆทุกอัน,46,0,,,0
pantip,49638,42133667,pantip_4095637,2023-07-25 08:56:08,ว่าคนอื่นคลั่ง แต่เค้าก็ตอบถูกทุกอันปะ เพี้ยนขำหนักมาก,54,0,,,0
pantip,49657,42133690,pantip_7652287,2023-07-24 14:37:57,ทางออกเพื่อไทย คือ โยนเผือกร้อนให้พรรคอันดับสามตั้งรัฐบาล ยอมเป็นฝ่ายค้านร่วมกับอีก 7 พรรค นายกประเทศไทย ชื่ออนุทิน ตั้งรัฐบาลเสียงข้างน้อยไปสิบเดือน เพื่อไม่ให้ประเทศเกิดสูญญากาศ แล้วฝ่ายค้านค่อยโหวตคว่ำ เมื่อครบกำหนดสิบเดือน แล้วยุบสภาเลือกตั้งใหม่ สว หมดอำนาจ ฝ่ายประชาธิปไตยค่อยตั้งนายก ตั้งรัฐบาล เพื่อไทย ไม่จำเป็นต้องรีบเป็นนายก ถนอมตัวไม่ให้โดนด่า รอไปอีกปีก็ได้ ถ้าไปรวมกับพลังประชารัฐ หรือรวมไทยสร้างชาติ อุดมการณ์กับนโยบาย มันสวนทางกัน ถึงร่วมรัฐบาลกันก็อาจมีปัญหาทางความคิด แล้วประชาชน ก็อาจจะต่อต้าน,512,1,,,0
pantip,49661,42133690,pantip_7630122,2023-07-24 15:18:04,แดงด๋อย. ยุคนี้ตกต่ำจริงๆ ขำกลิ้ง อิอิ,38,0,,,1
pantip,49662,42133690,pantip_7585251,2023-07-24 15:24:40,พท รอมา 9 ปีเพื่อไปเป็น ฝ่ายค้าน มีอะไรที่ พท ไม่พร้อมครับ อย่าแพ้ต่อแรงกดดันจาก ส้ม หากที่ว่า ตนไม่ได้ พท ก็ต้องอด ประเทศต้องเดินหน้าครับ,138,1,,,0
pantip,49664,42133690,pantip_7585251,2023-07-25 08:21:17,กก คือ สร้างเงื่อนไข เยอะจนเกินไป ปิดกั้นตนเอง ท่านเสรี ยังสรุปให้ฟังอย่างชัดเจน,80,0,,,0
pantip,49666,42133690,pantip_7585251,2023-07-25 09:46:39,ผมเชื่อว่า หาก ไม่มี ภาระ เรื่องก้าวไกล ทุกฝ่ายจะช่วยให้กำลังใจ พท ครับ ไม่เกี่ยวกับสี มันคือ เรื่องของประเทศต้องมี รบ และ ผมเชื่อว่า พท พร้อม,142,0,,,0
pantip,49668,42133690,pantip_7624472,2023-07-24 15:31:58,ยังอยู่จนกว่า สว ชุดใหม่จะมาแทนถึงไม่มีสิทธิ์โหวต แต่ได้นั่งกินเงินเดือนภาษีเหมือนลุงไปเลื่อยๆ ทางออกคือ ให้ก้าวไกลเลิกคิดแก้ 112 ไปสะ สมัยหน้าได้251เสียง สส และคัดเอา สว ฝั่งตัวเองเข้ามา ค่อยมาแก้ ยอมเป็นรองนายกไปก่อน,218,0,,,0
pantip,49766,42133764,pantip_7630122,2023-07-24 15:16:25,ดมส้วม ผยองเดชเพราะ แดงด๋อย. อ่อนแอเกินขนาด อิอิ,48,1,,,1
pantip,49767,42133764,pantip_7454794,2023-07-24 15:18:21,ถ้ากุลาออก พวกมรืงก็จะไม่มีแด๊ก พูดครั้งเดียว แต่จะกลายเป็นตำนานตลอดไป,70,0,,,0
pantip,49769,42133764,pantip_6558182,2023-07-24 19:18:04,ถ้าอยากได้อำนาจจนตัวสั่นขนาดนั้น วันที่โหวตนายกฯ เขาก็คงยอมถอย ม.112 ไปแล้วครับ เพราะ สว. บางท่านก็พูดเองว่าเห็นด้วยกับนโยบายอื่นๆ แต่ติดแค่ 112 เรื่องเดียว ถ้าพิธาหิวเก้าอี้นายกขนาดนั้น เขาก็ยอมทิ้งนโยบายที่หาเสียงซะไม่ดีกว่าหรือ ขนาดเพื่อไทยยังยอมผิดคำพูดต่อประชาชนไปเจรจากับพรรค 2 ลุง เพื่อเก้าอี้นายกเลย อาการของคนอยากได้อำนาจมันต้องแบบนี้สิครับ,349,1,,,1
pantip,49771,42133764,pantip_6230731,2023-07-24 15:27:08,ดมกาวเยอะ,9,2,,,0
pantip,49775,42133764,pantip_7585251,2023-07-24 15:34:40,แดงจางๆ แดงใจส้ม ไม่ต้องการเห็น พท เป็นรัฐบาล ประเทศต้องมี รัฐบาล รอ 10 เดือนไม่ได้,83,1,,,0
pantip,49781,42133764,pantip_7558875,2023-07-24 16:47:11,พรรคเพื่อไทยต้องทรยศพรรคก้าวไกลเพื่อชาติฉีก mou ผลักก้าวไกลเป็นฝ่ายค้าน ดูข่าว 3 กีบไปประท้วงสาดแป้งให้หนีกระเจิงที่พรรคเพื่อไทย เตือนไว้ก่อนเลย สมัยพวก 3 กีบยังไม่เกิด หรือยังเด็ก อดีตนายกโนมินีทรราชย์สมชายน้องเขยของทักษิณที่มาจากการเลือกตั้ง ส่วนใหญ่เป็นคะแนนจากคนอิสาน คนเหนือจังหวัดเดิมๆ เคยเสพติดอำนาจจัดการคนประท้วงโหดกว่ารัฐบาลรัฐประหาร ทั้งปลุกระดมม๊อบยกพวกปะทะเข่นฆ่ากันเอง ทั้งเห็นดีเห็นงามกับสัตว์นรกหมาลอบกัดให้ลอบกัดยิงระเบิดเข่นฆ่าคนประท้วงตายเกือบ 10 ศพ พิการหลายสิบ บาดเจ็บหลายร้อย เสื้อแดงเคยยิ้มปากพูดต่อต้านรัฐประหาร แต่เลือกสงครามกลางเมืองคนไทยฆ่ากันเอง คนประท้วงในกรุงเทพไม่ยอมชุมนุมยืดเยื้อ กลุ่มเสื้อเหลืองไม่ยอมไปปิดสนามบิน รวมๆ แล้วช่วงนั้นประเทศชาติเสียหายเกือบ 2 แสนล้านบาทเพียงเพื่อสังเวย นายกโนมินีสมชายที่ทักษิณลงทุนให้แก้รัฐธรรมนูญช่วยคดีทุจริตช่วยนิรโทษกรรมนายใหญ่กับพรรคพวก 111 แล้วเสพติดอำนาจยืนยันทำงานตามหน้าที่ไม่ยุบสภา ไม่ลาออก ปี 2566 พรรคก้าวไกลจะถูกบีบให้ไปเป็นฝ่ายค้าน จะมีแนวร่วมจากคนกรุงเทพที่เคยร่วมกันไปเลือกตั้งส้มแลนด์สไลด์ ไล่ 3 ป.แต่กลับได้รัฐบาลเก่ากลับมาพร้อมพรรคเพื่อไทย ยิ้ม,1028,1,,,0
pantip,49784,42133764,pantip_7488839,2023-07-24 18:11:07,หมดยุคของ 3 ป.ไปแล้ว ช่วงนี้ถึงไล่แซะแม้วกลับบ้าน ก่อนออกเสียงโค้งสุดท้ายก็แซะแต่พรรคอื่น ไม่สน 3 ป.ด้วยซ้ำ,107,1,,,0
pantip,49924,42133814,pantip_6630265,2023-07-24 15:53:57,เห็นคำร้องแล้ว หรือมโนมั่วๆเอาเองครับ เพี้ยนหืม,47,1,,,0
pantip,49926,42133814,pantip_6630265,2023-07-24 16:08:20,ยอมรั่วว่ามั่ว โดยไม่รู้ว่าที่ส่งไปศาลรธน.คืออะไรแหละ ไปดูภาพ คห.3 ซะ จะได้เลิกมั่ว เพี้ยนขำหนักมาก,99,1,,,0
pantip,49928,42133814,pantip_6630265,2023-07-24 16:23:49,ยังไม่รับเรื่องเลย มโนไปไหน ออกหน้าไหนยังไม่รู้ ก็รอ ไม่ใช่มโนมั่วๆเอาเอง เพี้ยนขำหนักมาก,89,1,,,0
pantip,49934,42133814,pantip_6630265,2023-07-24 16:26:41,กรณีพิธา กกต.ร้องให้หยุดปฏิบัติหน้าที่ กรณีนี้ ยังไม่มี ร้องให้หยุดปฏิบัติหน้าที่ เลิกมั่วได้แล้ว เพี้ยนหยุดมโน,111,1,,,0
pantip,49935,42133814,pantip_7460975,2023-07-24 16:33:27,ตลกแระ,6,1,,,1
pantip,49936,42133814,pantip_7653221,2023-07-24 17:31:48,เก็บไว้คนเดียวก็พอ ไม่ต้องตั้งทู้ให้เสียโควต้าหรอก,50,0,,,1
pantip,49993,42133845,pantip_7460975,2023-07-24 16:04:06,อยู่กันไปเรื่อยๆ ตั้งรบ.ไม่ได้ก็ไม่เห็นเป็นไร ไม่รวยขึ้น ไม่จนลง จะรีบมีรบ.ไปทำเกลืออะไร,88,1,,,1
pantip,49997,42133845,pantip_7460975,2023-07-24 16:25:45,ป้อมคงเดินไม่ทันไปนอกลำบากภาษาปะกิตก็ไม่ได้ เหมือนจะแย่กว่าตู่อีกนะ เพี้ยนหัวเราะ,81,1,,,1
pantip,49998,42133845,pantip_7646848,2023-07-24 16:30:36,ก็ดี ลุงได้อยู่ยาว 555,22,1,,,0
pantip,50001,42133845,pantip_7488839,2023-07-24 18:05:10,ช่ายแล้ว ไม่มีรัฐบาลไม่มีอะไร อยู่เฉยๆ น้ำไม่ท่วม อย่าขยับความเห็นจะดีกว่า,74,1,,,0
pantip,50002,42133845,pantip_5414712,2023-07-24 22:49:18,รอ10 เดือน กลัวจะเป็น 10 ปีอะดิ,31,0,,,1
pantip,50003,42133845,pantip_7454794,2023-07-25 01:05:14,ไม่มีนายก ไม่มีรัฐบาล แล้วพอจะด่า จะเคลม ใครละ จะด่า ตู่ ตรง ๆ ก็ไม่ได้ จะเคลมเป็นผลงานพิธา ก็ไม่ได้อีก ngo ทั้งหลายตกงานหมด ไม่มีเรื่องให้ด่า ไม่มีม๊อบให้ยุ อเมริกา ฝรั่งเศส ก็ไม่ส่งตังมาให้สิ,193,0,,,0
pantip,50024,42133859,pantip_6906612,2023-07-24 16:10:52,ทำไมคิดอะไรให้ซับซ้อน ก้าวไกลครับ เสียงโหวตไม่พอไงครับแล้วจะให้ทำยังไง ก็เสียงโหวตในสภาไม่พอ เสียงไม่พอ เขาไม่ชอบ เขาไม่โหวตให้ ตามมารยาททางการเมืองต้องทำยังไงต่อ ก็เขาก็ทำตามมารยาททางการเมืองแล้วโดยให้ก้าวไกลจัดตั้งรัฐบาลแล้ว เสนอชื่อนายกแล้ว แต่ก็ทำไม่ได้เอง เขาไม่โหวตให้ อันดับต่อไปก็ต้องให้พรรคอื่นเขาจัด ก็แค่นี้ คิดอะไรให้ซับซ้อน วุ่นวาย สรุป คือ เสียงไม่พอ ประเทศรอไม่ได้หรอกครับ ต้องเดินหน้า ยิ่งยื้อ ยิ่งแถ นิ่งดื้อ ก็จะยิ่งพังเองนะครับ ก้าวไกล,454,2,,,1
pantip,50029,42133859,pantip_6906612,2023-07-24 16:20:56,ประเทศไทยคิดว่ายังต้องมี สว. เพื่อมาคานอำนาจกับพวก สส.ที่ซื้อเสียงเข้ามา,72,0,,,1
pantip,50032,42133859,pantip_7460975,2023-07-24 16:27:50,อยู่กันไปเรื่อยๆ ตั้งรบ.ไม่ได้ก็ไม่เห็นเป็นไร ไม่รวยขึ้น ไม่จนลง จะรีบมีรบ.ไปทำเกลืออะไร,88,0,,,1
pantip,50034,42133859,pantip_7652710,2023-07-24 16:31:16,ผมฟังคุณจาตุรนต์ ฉายแสง พูดมา ในรายการช่อง voice มีเหตุผลที่เพื่อไทยต้องคิดอยู่เหมือนกัน หากพรรคเพื่อไทยไปรวมกับ รวมไทยสร้างชาติ หรือพลังประชารัฐ เท่ากับผิดคำพูดตอนหาเสียง ว่าไม่เอาสองพรรคการเมืองนี้ร่วมรัฐบาล ที่สำคัญคือนโยบาย เพื่อไทย กับพลังประชารัฐ และรวมไทยสร้างชาติ มันสวนทางกัน ไปกันไม่ได้ เพื่อไทยไม่ควรสักแต่ว่าตั้งรัฐบาล ตั้งรัฐบาลแล้ว ต้องได้รับการยอมรับจากประชาชน นโยบายต่างๆ ที่หาเสียงไว้ต้องทำให้เกิดผลจริง ไม่อย่างนั้น การเลือกตั้งครั้งต่อไไป เพื่อไทยจะไปหาเสียงกับประชาชนได้อย่างไร ความน่าเชื่อถือมันจะหมดไปเลย ผมเห็นว่า เพื่อไทย ควรให้ก้าวไกลร่วมรัฐบาลต่อไป แล้วพยายามดึงพรรคการเมืองอื่นๆ มาร่วมให้ได้มากที่สุด ถ้าทำถึงทีสุแล้ว เสียงไม่พอ ไม่ได้จริงๆ ก็ยอมเป็นฝ่ายค้าน แล้วให้ พรรคอันดับสามตั้งรัฐบาล,717,0,,,1
pantip,50039,42133859,pantip_7488839,2023-07-24 18:29:11,พท.กับรทสช.ปชป. เป็นไปไม่ได้เพราะเท่ากับพท.ประกาศยุบพรรคตัวเอง ส่วนภจท.กับพปชร. จะเป็นกรณีกก.ฉีกตัวไปเป็นฝ่ายค้านเอง พท.ไม่จำเป็นต้องถีบ 151 เสียงที่หนุนตัวเอง เชื่อว่ากก.ไม่ไปไหนหรอก เกาะติดแน่น การเข้าถึงอำนาจไม่ได้มาง่ายๆ ไม่ปล่อยมือจนหยดสุดท้ายหรอก,252,0,,,0
pantip,50040,42133859,pantip_6230731,2023-07-24 16:36:46,รอบแรกของ พท อยากรู้จัง กก จะยกมือให้ พท มั้ย,45,2,,,0
pantip,50043,42133859,pantip_6906612,2023-07-24 18:34:52,ไม่เห็นเหรอว่า ก้าวไกลเขาทำตัวเองทั้งนั้น ดึงดันจะแก้ ม112 ให้ได้ ทั้งที่ปัญหา ศก ที่แย่มากๆตอนนี้สำคัญกว่ามาก ถ้าเปลี่ยนท่าที่ผ่อนๆตั้งแต่ตอนแรก ป่านนี้เป็นรัฐบาลไปแล้ว,169,0,,,1
